Pos,Season,Pld,W,D,L,GF,GA,GD,Pts
10,2005-06,38.0,15.0,6.0,17.0,45.0,52.0,-7.0,51.0
17,2006-07,38.0,10.0,8.0,20.0,37.0,59.0,-22.0,38.0
14,2007-08,38.0,10.0,10.0,18.0,34.0,51.0,-17.0,40.0
11,2008-09,38.0,12.0,9.0,17.0,34.0,45.0,-11.0,45.0
16,2009-10,38.0,9.0,9.0,20.0,37.0,79.0,-42.0,36.0
16,2010-11,38.0,9.0,15.0,14.0,40.0,61.0,-21.0,42.0
15,2011-12,38.0,11.0,10.0,17.0,42.0,62.0,-20.0,43.0
18,2012-13,38.0,9.0,9.0,20.0,47.0,73.0,-26.0,36.0
