Pos,Season,Pld,W,D,L,GF,GA,GD,Pts
16,1992-93,42.0,12.0,16.0,14.0,50.0,55.0,-5.0,52.0
19,1993-94,42.0,9.0,16.0,17.0,35.0,58.0,-23.0,43.0
22,1994-95,42.0,7.0,6.0,29.0,36.0,93.0,-57.0,27.0
5,2000-01,38.0,20.0,6.0,12.0,57.0,42.0,15.0,66.0
18,2001-02,38.0,9.0,9.0,20.0,41.0,64.0,-23.0,36.0
