Pos,Season,Pld,W,D,L,GF,GA,GD,Pts
15,1992-93,42.0,13.0,13.0,16.0,52.0,57.0,-5.0,52.0
11,1993-94,42.0,14.0,14.0,14.0,43.0,45.0,-2.0,56.0
16,1994-95,42.0,12.0,14.0,16.0,44.0,62.0,-18.0,50.0
16,1995-96,38.0,8.0,14.0,16.0,42.0,60.0,-18.0,38.0
17,1996-97,38.0,9.0,14.0,15.0,38.0,54.0,-16.0,41.0
11,1997-98,38.0,12.0,16.0,10.0,46.0,44.0,2.0,52.0
15,1998-99,38.0,11.0,9.0,18.0,39.0,51.0,-12.0,42.0
14,1999-00,38.0,12.0,8.0,18.0,47.0,54.0,-7.0,44.0
19,2000-01,38.0,8.0,10.0,20.0,36.0,63.0,-27.0,34.0
