Pos,Season,Pld,W,D,L,GF,GA,GD,Pts
13,2003-04,38.0,12.0,9.0,17.0,47.0,54.0,-7.0,45.0
16,2004-05,38.0,10.0,9.0,19.0,43.0,59.0,-16.0,39.0
17,2005-06,38.0,10.0,8.0,20.0,37.0,62.0,-25.0,38.0
9,2006-07,38.0,14.0,12.0,12.0,45.0,42.0,3.0,54.0
8,2007-08,38.0,16.0,9.0,13.0,48.0,40.0,8.0,57.0
14,2008-09,38.0,10.0,11.0,17.0,38.0,57.0,-19.0,41.0
20,2009-10,38.0,7.0,7.0,24.0,34.0,66.0,-32.0,28.0
