Pos,Season,Pld,W,D,L,GF,GA,GD,Pts
20,2013-14,38.0,7.0,9.0,22.0,32.0,74.0,-42.0,30.0
18,2018-19,38.0,10.0,4.0,24.0,34.0,69.0,-35.0,34.0
