Pos,Season,Pld,W,D,L,GF,GA,GD,Pts
14,1992-93,42.0,14.0,10.0,18.0,54.0,53.0,1.0,52.0
20,1993-94,42.0,8.0,18.0,16.0,42.0,60.0,-18.0,42.0
18,2006-07,38.0,10.0,8.0,20.0,32.0,55.0,-23.0,38.0
9,2019-20,38.0,14.0,12.0,12.0,39.0,39.0,0.0,54.0
20,2020-21,38.0,7.0,2.0,29.0,20.0,63.0,-43.0,23.0
