Pos,Season,Pld,W,D,L,GF,GA,GD,Pts
15,2017-18,38.0,9.0,13.0,16.0,34.0,54.0,-20.0,40.0
17,2018-19,38.0,9.0,9.0,20.0,35.0,60.0,-25.0,36.0
15,2019-20,38.0,9.0,14.0,15.0,39.0,54.0,-15.0,41.0
16,2020-21,38.0,9.0,14.0,15.0,40.0,46.0,-6.0,41.0
9,2021-22,38.0,12.0,15.0,11.0,42.0,44.0,-2.0,51.0
