Pos,Season,Pld,W,D,L,GF,GA,GD,Pts
11,2011-12,38.0,12.0,11.0,15.0,44.0,51.0,-7.0,47.0
9,2012-13,38.0,11.0,13.0,14.0,47.0,51.0,-4.0,46.0
12,2013-14,38.0,11.0,9.0,18.0,54.0,54.0,0.0,42.0
8,2014-15,38.0,16.0,8.0,14.0,46.0,49.0,-3.0,56.0
12,2015-16,38.0,12.0,11.0,15.0,42.0,52.0,-10.0,47.0
15,2016-17,38.0,12.0,5.0,21.0,45.0,70.0,-25.0,41.0
18,2017-18,38.0,8.0,9.0,21.0,28.0,56.0,-28.0,33.0
