Pos,Season,Pld,W,D,L,GF,GA,GD,Pts
16,2017-18,38.0,9.0,10.0,19.0,28.0,58.0,-30.0,37.0
20,2018-19,38.0,3.0,7.0,28.0,22.0,76.0,-54.0,16.0
