Pos,Season,Pld,W,D,L,GF,GA,GD,Pts
8,2006-07,38.0,16.0,7.0,15.0,52.0,47.0,5.0,55.0
18,2007-08,38.0,10.0,6.0,22.0,41.0,66.0,-25.0,36.0
21,2012-13,38.0,6.0,10.0,22.0,43.0,73.0,-30.0,28.0
