Pos,Season,Pld,W,D,L,GF,GA,GD,Pts
19,1992-93,42.0,13.0,10.0,19.0,63.0,74.0,-11.0,49.0
21,1993-94,42.0,9.0,13.0,20.0,42.0,68.0,-26.0,40.0
