Pos,Season,Pld,W,D,L,GF,GA,GD,Pts
18,1998-99,38.0,8.0,12.0,18.0,41.0,56.0,-15.0,36.0
9,2000-01,38.0,14.0,10.0,14.0,50.0,57.0,-7.0,52.0
14,2001-02,38.0,10.0,14.0,14.0,38.0,49.0,-11.0,44.0
12,2002-03,38.0,14.0,7.0,17.0,45.0,56.0,-11.0,49.0
7,2003-04,38.0,14.0,11.0,13.0,51.0,51.0,0.0,53.0
11,2004-05,38.0,12.0,10.0,16.0,42.0,58.0,-16.0,46.0
13,2005-06,38.0,13.0,8.0,17.0,41.0,55.0,-14.0,47.0
19,2006-07,38.0,8.0,10.0,20.0,34.0,60.0,-26.0,34.0
