Pos,Season,Pld,W,D,L,GF,GA,GD,Pts
20,2003-04,38.0,7.0,12.0,19.0,38.0,77.0,-39.0,33.0
15,2009-10,38.0,9.0,11.0,18.0,32.0,56.0,-24.0,38.0
17,2010-11,38.0,11.0,7.0,20.0,46.0,66.0,-20.0,40.0
20,2011-12,38.0,5.0,10.0,23.0,40.0,82.0,-42.0,25.0
7,2018-19,38.0,16.0,9.0,13.0,47.0,46.0,1.0,57.0
7,2019-20,38.0,15.0,14.0,9.0,51.0,40.0,11.0,59.0
13,2020-21,38.0,12.0,9.0,17.0,36.0,52.0,-16.0,45.0
10,2021-22,38.0,15.0,6.0,17.0,38.0,43.0,-5.0,51.0
