Pos,Season,Pld,W,D,L,GF,GA,GD,Pts
12,1996-97,38.0,11.0,13.0,14.0,45.0,58.0,-13.0,46.0
9,1997-98,38.0,16.0,7.0,15.0,52.0,49.0,3.0,55.0
8,1998-99,38.0,13.0,13.0,12.0,40.0,45.0,-5.0,52.0
16,1999-00,38.0,9.0,11.0,18.0,44.0,57.0,-13.0,38.0
17,2000-01,38.0,10.0,12.0,16.0,37.0,59.0,-22.0,42.0
21,2001-02,38.0,8.0,6.0,24.0,33.0,63.0,-30.0,30.0
20,2007-08,38.0,1.0,8.0,29.0,20.0,89.0,-69.0,11.0
