Pos,Season,Pld,W,D,L,GF,GA,GD,Pts
17,2008-09,38.0,8.0,11.0,19.0,39.0,64.0,-25.0,35.0
19,2009-10,38.0,6.0,12.0,20.0,34.0,75.0,-41.0,30.0
16,2013-14,38.0,10.0,7.0,21.0,38.0,53.0,-15.0,37.0
18,2014-15,38.0,8.0,11.0,19.0,33.0,51.0,-18.0,35.0
18,2016-17,38.0,9.0,7.0,22.0,37.0,80.0,-43.0,34.0
