Pos,Season,Pld,W,D,L,GF,GA,GD,Pts
20,1999-00,38.0,6.0,6.0,26.0,35.0,77.0,-42.0,24.0
20,2006-07,38.0,5.0,13.0,20.0,29.0,59.0,-30.0,28.0
13,2015-16,38.0,12.0,9.0,17.0,40.0,50.0,-10.0,45.0
17,2016-17,38.0,11.0,7.0,20.0,40.0,68.0,-28.0,40.0
14,2017-18,38.0,11.0,8.0,19.0,44.0,64.0,-20.0,41.0
11,2018-19,38.0,14.0,8.0,16.0,52.0,59.0,-7.0,50.0
19,2019-20,38.0,8.0,10.0,20.0,36.0,64.0,-28.0,34.0
19,2021-22,38.0,6.0,5.0,27.0,34.0,77.0,-43.0,23.0
