Pos,Season,Pld,W,D,L,GF,GA,GD,Pts
18,2009-10,38.0,8.0,6.0,24.0,42.0,82.0,-40.0,30.0
19,2014-15,38.0,7.0,12.0,19.0,28.0,53.0,-25.0,33.0
16,2016-17,38.0,11.0,7.0,20.0,39.0,55.0,-16.0,40.0
7,2017-18,38.0,14.0,12.0,12.0,36.0,39.0,-3.0,54.0
15,2018-19,38.0,11.0,7.0,20.0,45.0,68.0,-23.0,40.0
10,2019-20,38.0,15.0,9.0,14.0,43.0,50.0,-7.0,54.0
17,2020-21,38.0,10.0,9.0,19.0,33.0,55.0,-22.0,39.0
18,2021-22,38.0,7.0,14.0,17.0,34.0,53.0,-19.0,35.0
