Pos,Season,Pld,W,D,L,GF,GA,GD,Pts
17,1999-00,38.0,9.0,9.0,20.0,38.0,68.0,-30.0,36.0
20,2000-01,38.0,5.0,11.0,22.0,30.0,70.0,-40.0,26.0
